TEAM42,2025-06-28T08:12:23.899Z,1,0.00,1013.25,15.00,12.599,08:12:23,37.774901,-122.419397,0.00,6,-0.005,0.123,0.010,0.32,4.15,0.51,IDLE,-0.40,2.96,0.04
TEAM42,2025-06-28T08:12:23.950Z,2,0.00,1013.25,15.00,12.598,08:12:23,37.774903,-122.419399,0.00,10,-0.001,0.171,-0.005,0.43,4.38,0.70,IDLE,0.20,2.59,-0.07
TEAM42,2025-06-28T08:12:24.000Z,3,0.01,1013.25,15.00,12.597,08:12:24,37.774905,-122.419397,0.01,6,0.029,0.167,2.141,0.62,4.16,0.54,ASCENT,0.69,3.08,0.28
TEAM42,2025-06-28T08:12:24.051Z,4,0.02,1013.25,15.00,12.597,08:12:24,37.774906,-122.419400,0.02,12,0.012,0.116,2.127,0.78,3.91,0.52,ASCENT,0.52,2.54,-0.07
TEAM42,2025-06-28T08:12:24.102Z,5,0.03,1013.25,15.00,12.596,08:12:24,37.774906,-122.419395,0.03,5,0.069,0.163,2.050,1.02,3.91,0.39,ASCENT,0.57,3.26,0.07
TEAM42,2025-06-28T08:12:24.153Z,6,0.05,1013.24,15.00,12.595,08:12:24,37.774908,-122.419390,0.05,9,0.033,0.117,2.152,0.75,3.85,0.36,ASCENT,0.70,2.46,0.06
TEAM42,2025-06-28T08:12:24.204Z,7,0.08,1013.24,15.00,12.594,08:12:24,37.774907,-122.419391,0.08,12,0.100,0.160,2.094,1.16,3.52,1.19,ASCENT,0.73,2.26,0.34
TEAM42,2025-06-28T08:12:24.255Z,8,0.11,1013.24,15.00,12.593,08:12:24,37.774904,-122.419389,0.11,9,0.082,0.122,2.197,0.99,3.81,0.52,ASCENT,0.51,2.72,0.31
TEAM42,2025-06-28T08:12:24.306Z,9,0.15,1013.23,15.00,12.592,08:12:24,37.774907,-122.419384,0.15,9,0.064,0.119,2.197,0.84,3.97,1.26,ASCENT,1.31,2.00,0.14
TEAM42,2025-06-28T08:12:24.356Z,10,0.19,1013.23,15.00,12.591,08:12:24,37.774902,-122.419387,0.19,8,0.092,0.137,2.227,0.92,3.30,1.07,ASCENT,0.70,2.88,0.13
TEAM42,2025-06-28T08:12:24.407Z,11,0.24,1013.22,15.00,12.590,08:12:24,37.774902,-122.419383,0.24,12,0.077,0.088,2.232,1.49,3.41,1.12,ASCENT,0.65,1.95,0.29
TEAM42,2025-06-28T08:12:24.457Z,12,0.29,1013.21,15.00,12.589,08:12:24,37.774899,-122.419380,0.29,12,0.109,0.083,2.174,1.41,4.11,1.13,ASCENT,1.44,2.57,0.49
TEAM42,2025-06-28T08:12:24.508Z,13,0.35,1013.21,15.00,12.588,08:12:24,37.774898,-122.419378,0.35,11,-1.869,-1.006,1.551,-27.29,4.32,23.54,ASCENT,-8.21,-3.43,2.41
TEAM42,2025-06-28T08:12:24.558Z,14,0.42,1013.20,15.00,12.587,08:12:24,37.774904,-122.419376,0.42,11,0.113,0.094,2.348,2.20,3.05,2.05,ASCENT,1.54,2.67,0.28
TEAM42,2025-06-28T08:12:24.608Z,15,0.49,1013.19,15.00,12.586,08:12:24,37.774900,-122.419372,0.49,7,0.119,0.098,2.383,2.27,3.00,1.53,ASCENT,1.87,2.46,0.48
TEAM42,2025-06-28T08:12:24.659Z,16,0.56,1013.18,15.00,12.585,08:12:24,37.774897,-122.419372,0.56,7,0.125,0.041,2.265,1.82,3.33,1.82,ASCENT,1.25,1.98,0.50
TEAM42,2025-06-28T08:12:24.710Z,17,0.65,1013.17,15.00,12.584,08:12:24,37.774897,-122.419371,0.65,12,0.144,0.032,2.359,2.20,3.17,1.68,ASCENT,2.27,1.48,0.53
TEAM42,2025-06-28T08:12:24.760Z,18,0.73,1013.16,15.00,12.584,08:12:24,37.774899,-122.419372,0.73,8,0.172,0.027,2.390,2.37,3.50,2.54,ASCENT,2.27,1.97,0.62
TEAM42,2025-06-28T08:12:24.811Z,19,0.83,1013.15,14.99,12.583,08:12:24,37.774904,-122.419371,0.83,11,0.129,0.050,2.350,2.47,3.30,2.28,ASCENT,1.75,1.93,0.62
TEAM42,2025-06-28T08:12:24.862Z,20,0.93,1013.14,14.99,12.582,08:12:24,37.774903,-122.419368,0.93,12,0.131,0.049,2.391,2.12,3.08,2.68,ASCENT,2.05,1.48,0.75
TEAM42,2025-06-28T08:12:24.912Z,21,1.03,1013.13,14.99,12.581,08:12:24,37.774906,-122.419366,1.03,7,0.176,0.020,2.314,2.86,3.13,1.88,ASCENT,2.33,1.94,0.70
TEAM42,2025-06-28T08:12:24.963Z,22,1.14,1013.11,14.99,12.580,08:12:24,37.774910,-122.419366,1.14,5,0.122,0.011,2.437,2.58,2.82,2.85,ASCENT,2.10,1.71,0.57
TEAM42,2025-06-28T08:12:25.013Z,23,1.26,1013.10,14.99,12.579,08:12:25,37.774912,-122.419364,1.26,7,0.126,0.021,2.404,2.47,2.79,2.07,ASCENT,2.31,1.16,0.47
TEAM42,2025-06-28T08:12:25.063Z,24,1.38,1013.08,14.99,12.578,08:12:25,37.774917,-122.419360,1.38,6,0.173,-0.016,2.325,2.90,3.00,2.48,ASCENT,2.18,1.51,0.70
TEAM42,2025-06-28T08:12:25.114Z,25,1.51,1013.07,14.99,12.577,08:12:25,37.774922,-122.419358,1.51,8,0.134,-0.024,2.423,3.08,2.26,2.89,ASCENT,2.05,1.37,0.67
TEAM42,2025-06-28T08:12:25.165Z,26,1.64,1013.05,14.99,12.576,08:12:25,37.774922,-122.419361,1.64,11,0.122,-0.060,2.319,2.72,2.76,2.82,ASCENT,2.32,0.76,0.88
TEAM42,2025-06-28T08:12:25.215Z,27,1.78,1013.04,14.99,12.575,08:12:25,37.774923,-122.419364,1.78,6,0.117,-0.028,2.397,3.35,2.49,3.17,ASCENT,2.22,0.70,0.79
TEAM42,2025-06-28T08:12:25.266Z,28,1.93,1013.02,14.99,12.574,08:12:25,37.774926,-122.419361,1.93,7,0.112,-0.032,2.343,2.91,2.47,3.05,ASCENT,2.25,0.52,0.94
TEAM42,2025-06-28T08:12:25.317Z,29,2.08,1013.00,14.99,12.574,08:12:25,37.774926,-122.419366,2.08,12,0.139,-0.050,2.303,3.07,2.44,3.03,ASCENT,2.29,0.47,0.66
TEAM42,2025-06-28T08:12:25.368Z,30,2.24,1012.98,14.99,12.573,08:12:25,37.774929,-122.419363,2.24,6,0.108,-0.064,2.349,3.48,1.89,2.72,ASCENT,1.78,0.46,0.76
TEAM42,2025-06-28T08:12:25.418Z,31,2.40,1012.96,14.98,12.572,08:12:25,37.774935,-122.419366,2.40,12,0.120,-0.081,2.300,3.70,1.88,2.82,ASCENT,2.46,0.63,0.73
TEAM42,2025-06-28T08:12:25.469Z,32,2.57,1012.94,14.98,12.571,08:12:25,37.774938,-122.419365,2.57,11,0.104,-0.064,2.313,3.35,1.87,3.66,ASCENT,2.35,0.40,0.85
TEAM42,2025-06-28T08:12:25.520Z,33,2.74,1012.92,14.98,12.570,08:12:25,37.774943,-122.419367,2.74,5,0.134,-0.074,2.269,3.72,2.00,3.25,ASCENT,2.13,0.32,0.76
